Venue,Instrument Name,Link to a website or other source where further information on costs is available,"Total value of all rebates, discounts, or other payments offered (as % of total
traded value during the reporting period)","Total value of all costs (as a % of total traded value during the reporting period
volume)"
Avatrade,E*TRADE FINANCIAL CORP,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,TRACTOR SUPPLY COMPANY,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,KANSAS CITY SOUTHERN,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,ATMOS ENERGY CORP,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,RAYMOND JAMES FINANCIAL INC,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,CARMAX INC,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,MASCO CORP,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,KOHLS CORP,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,REGENCY CENTERS CORP,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,CAMPBELL SOUP CO,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,DENTSPLY SIRONA INC,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,DUKE REALTY CORP,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,TAKE-TWO INTERACTIVE SOFTWRE,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,ALLIANT ENERGY CORP,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,CABOT OIL & GAS CORP,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,EASTMAN CHEMICAL CO,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,JACK HENRY & ASSOCIATES INC,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,LAMB WESTON HOLDINGS INC,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,PERKINELMER INC,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,TECHNIPFMC PLC,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,CBOE GLOBAL MARKETS INC,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,HASBRO INC,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,JACOBS ENGINEERING GROUP INC,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,PINNACLE WEST CAPITAL,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,MOSAIC CO/THE,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,NISOURCE INC,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,NATIONAL OILWELL VARCO INC,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,FMC CORP,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,FEDERAL REALTY INVS TRUST,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,IRON MOUNTAIN INC,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,RALPH LAUREN CORP,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,WESTROCK CO,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,F5 NETWORKS INC,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,GAP INC/THE,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,TAPESTRY INC,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,PACKAGING CORP OF AMERICA,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,AVERY DENNISON CORP,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,JUNIPER NETWORKS INC,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,UNITED RENTALS INC,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,PVH CORP,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,ALLIANCE DATA SYSTEMS CORP,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,CF INDUSTRIES HOLDINGS INC,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,TORCHMARK CORP,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,MOHAWK INDUSTRIES INC,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,HENRY SCHEIN INC,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,LKQ CORP,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,QORVO INC,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,DAVITA INC,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,SMITH (A.O.) CORP,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,ARCONIC INC,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,ZIONS BANCORP NA,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,ALLEGION PLC,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,NIELSEN HOLDINGS PLC,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,IPG PHOTONICS CORP,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,WHIRLPOOL CORP,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,BORGWARNER INC,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,COTY INC-CL A,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,HOLLYFRONTIER CORP,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,WESTERN UNION CO,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,INTERPUBLIC GROUP OF COS INC,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,INVESCO LTD,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,ROBERT HALF INTL INC,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,SL GREEN REALTY CORP,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,PENTAIR PLC,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,KIMCO REALTY CORP,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,PULTEGROUP INC,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,MACY'S INC,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,XEROX CORP,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,L BRANDS INC,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,UNUM GROUP,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,APARTMENT INVT & MGMT CO -A,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,NEWS CORP - CLASS B,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,TRIPADVISOR INC,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,ALASKA AIR GROUP INC,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,SEALED AIR CORP,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,CAPRI HOLDINGS LTD,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,CIMAREX ENERGY CO,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,FOOT LOCKER INC,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,NORDSTROM INC,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,FORTUNE BRANDS HOME & SECURI,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,FLIR SYSTEMS INC,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,NEWELL BRANDS INC,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,HANESBRANDS INC,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,HELMERICH & PAYNE,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,MACERICH CO/THE,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,FLOWSERVE CORP,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,HARLEY-DAVIDSON INC,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,ASSURANT INC,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,NEKTAR THERAPEUTICS,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,JEFFERIES FINANCIAL GROUP IN,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,AFFILIATED MANAGERS GROUP,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,LEGGETT & PLATT INC,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,QUANTA SERVICES INC,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,FLUOR CORP,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,H&R BLOCK INC,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,MATTEL INC,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,CANOPY GROWTH CORP,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,LEVI STRAUSS & CO,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,SHAKE SHACK INC,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,WORLD WRESTLING ENTERTAINMENT INC,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,LYFT INC,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,PINTEREST INC,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,BEYOND MEAT INC,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,ZOOM VIDEO COMMUNICATIONS INC,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,UBER TECHNOLOGIES INC,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,SONY CORP,https://www.avatrade.com/trading-info/trading-conditions,,
Avatrade,ELECTRONIC ARTS INC,https://www.avatrade.com/trading-info/trading-conditions,,
